METER_D1_004826,00-00-00-00-00-00-48-26
METER_D1_029633,00-00-00-00-00-02-96-33
METER_D1_003004,00-00-00-00-00-00-30-04
METER_D1_005665,00-00-00-00-00-00-56-65
METER_D1_029632,00-00-00-00-00-02-96-32
METER_D1_003005,00-00-00-00-00-00-30-05
METER_D1_005668,00-00-00-00-00-00-56-68
METER_D1_029631,00-00-00-00-00-02-96-31
METER_D1_003006,00-00-00-00-00-00-30-06
METER_D1_005667,00-00-00-00-00-00-56-67
METER_D1_029630,00-00-00-00-00-02-96-30
METER_D1_005662,00-00-00-00-00-00-56-62
METER_D1_029637,00-00-00-00-00-02-96-37
METER_D1_003000,00-00-00-00-00-00-30-00
METER_D1_005661,00-00-00-00-00-00-56-61
METER_D1_029636,00-00-00-00-00-02-96-36
METER_D1_003001,00-00-00-00-00-00-30-01
METER_D1_005664,00-00-00-00-00-00-56-64
METER_D1_029635,00-00-00-00-00-02-96-35
METER_D1_003002,00-00-00-00-00-00-30-02
METER_D1_005663,00-00-00-00-00-00-56-63
METER_D1_029634,00-00-00-00-00-02-96-34
METER_D1_029619,00-00-00-00-00-02-96-19
METER_D1_030608,00-00-00-00-00-03-06-08
METER_D1_029618,00-00-00-00-00-02-96-18
METER_D1_030607,00-00-00-00-00-03-06-07
METER_D1_029617,00-00-00-00-00-02-96-17
METER_D1_017650,00-00-00-00-00-01-76-50
METER_D1_029616,00-00-00-00-00-02-96-16
METER_D1_030609,00-00-00-00-00-03-06-09
METER_D1_003007,00-00-00-00-00-00-30-07
METER_D1_030604,00-00-00-00-00-03-06-04
METER_D1_003008,00-00-00-00-00-00-30-08
METER_D1_005669,00-00-00-00-00-00-56-69
METER_D1_030603,00-00-00-00-00-03-06-03
METER_D1_003009,00-00-00-00-00-00-30-09
METER_D1_030606,00-00-00-00-00-03-06-06
METER_D1_030605,00-00-00-00-00-03-06-05
METER_D1_017655,00-00-00-00-00-01-76-55
METER_D1_030600,00-00-00-00-00-03-06-00
METER_D1_017656,00-00-00-00-00-01-76-56
METER_D1_017657,00-00-00-00-00-01-76-57
METER_D1_030602,00-00-00-00-00-03-06-02
METER_D1_017658,00-00-00-00-00-01-76-58
METER_D1_030601,00-00-00-00-00-03-06-01
METER_D1_017651,00-00-00-00-00-01-76-51
METER_D1_017652,00-00-00-00-00-01-76-52
METER_D1_017653,00-00-00-00-00-01-76-53
METER_D1_017654,00-00-00-00-00-01-76-54
METER_D1_005671,00-00-00-00-00-00-56-71
METER_D1_005670,00-00-00-00-00-00-56-70
METER_D1_017648,00-00-00-00-00-01-76-48
METER_D1_017649,00-00-00-00-00-01-76-49
METER_D1_003014,00-00-00-00-00-00-30-14
METER_D1_005677,00-00-00-00-00-00-56-77
METER_D1_029622,00-00-00-00-00-02-96-22
METER_D1_003015,00-00-00-00-00-00-30-15
METER_D1_005676,00-00-00-00-00-00-56-76
METER_D1_029621,00-00-00-00-00-02-96-21
METER_D1_003016,00-00-00-00-00-00-30-16
METER_D1_005679,00-00-00-00-00-00-56-79
METER_D1_029620,00-00-00-00-00-02-96-20
METER_D1_003017,00-00-00-00-00-00-30-17
METER_D1_005678,00-00-00-00-00-00-56-78
METER_D1_003010,00-00-00-00-00-00-30-10
METER_D1_005673,00-00-00-00-00-00-56-73
METER_D1_029626,00-00-00-00-00-02-96-26
METER_D1_003011,00-00-00-00-00-00-30-11
METER_D1_005672,00-00-00-00-00-00-56-72
METER_D1_029625,00-00-00-00-00-02-96-25
METER_D1_003012,00-00-00-00-00-00-30-12
METER_D1_005675,00-00-00-00-00-00-56-75
METER_D1_029624,00-00-00-00-00-02-96-24
METER_D1_003013,00-00-00-00-00-00-30-13
METER_D1_005674,00-00-00-00-00-00-56-74
METER_D1_029623,00-00-00-00-00-02-96-23
METER_D1_005600,00-00-00-00-00-00-56-00
METER_D1_005602,00-00-00-00-00-00-56-02
METER_D1_005601,00-00-00-00-00-00-56-01
METER_D1_005608,00-00-00-00-00-00-56-08
METER_D1_005607,00-00-00-00-00-00-56-07
METER_D1_005609,00-00-00-00-00-00-56-09
METER_D1_005604,00-00-00-00-00-00-56-04
METER_D1_005603,00-00-00-00-00-00-56-03
METER_D1_005606,00-00-00-00-00-00-56-06
METER_D1_005605,00-00-00-00-00-00-56-05
METER_D1_005611,00-00-00-00-00-00-56-11
METER_D1_005610,00-00-00-00-00-00-56-10
METER_D1_005613,00-00-00-00-00-00-56-13
METER_D1_005612,00-00-00-00-00-00-56-12
METER_D1_005619,00-00-00-00-00-00-56-19
METER_D1_005618,00-00-00-00-00-00-56-18
METER_D1_005615,00-00-00-00-00-00-56-15
METER_D1_005614,00-00-00-00-00-00-56-14
METER_D1_005617,00-00-00-00-00-00-56-17
METER_D1_005616,00-00-00-00-00-00-56-16
METER_D1_017600,00-00-00-00-00-01-76-00
METER_D1_017601,00-00-00-00-00-01-76-01
METER_D1_017602,00-00-00-00-00-01-76-02
METER_D1_017603,00-00-00-00-00-01-76-03
METER_D1_005622,00-00-00-00-00-00-56-22
METER_D1_005621,00-00-00-00-00-00-56-21
METER_D1_005624,00-00-00-00-00-00-56-24
METER_D1_005623,00-00-00-00-00-00-56-23
METER_D1_005620,00-00-00-00-00-00-56-20
METER_D1_005629,00-00-00-00-00-00-56-29
METER_D1_005626,00-00-00-00-00-00-56-26
METER_D1_005625,00-00-00-00-00-00-56-25
METER_D1_005628,00-00-00-00-00-00-56-28
METER_D1_005627,00-00-00-00-00-00-56-27
METER_D1_017611,00-00-00-00-00-01-76-11
METER_D1_017612,00-00-00-00-00-01-76-12
METER_D1_017613,00-00-00-00-00-01-76-13
METER_D1_017614,00-00-00-00-00-01-76-14
METER_D1_017610,00-00-00-00-00-01-76-10
METER_D1_017608,00-00-00-00-00-01-76-08
METER_D1_017609,00-00-00-00-00-01-76-09
METER_D1_017604,00-00-00-00-00-01-76-04
METER_D1_017605,00-00-00-00-00-01-76-05
METER_D1_017606,00-00-00-00-00-01-76-06
METER_D1_017607,00-00-00-00-00-01-76-07
METER_D1_005633,00-00-00-00-00-00-56-33
METER_D1_005632,00-00-00-00-00-00-56-32
METER_D1_005635,00-00-00-00-00-00-56-35
METER_D1_005634,00-00-00-00-00-00-56-34
METER_D1_005631,00-00-00-00-00-00-56-31
METER_D1_005630,00-00-00-00-00-00-56-30
METER_D1_015043,00-00-00-00-00-01-50-43
METER_D1_015042,00-00-00-00-00-01-50-42
METER_D1_015041,00-00-00-00-00-01-50-41
METER_D1_015040,00-00-00-00-00-01-50-40
METER_D1_015047,00-00-00-00-00-01-50-47
METER_D1_030677,00-00-00-00-00-03-06-77
METER_D1_015046,00-00-00-00-00-01-50-46
METER_D1_030676,00-00-00-00-00-03-06-76
METER_D1_015045,00-00-00-00-00-01-50-45
METER_D1_030679,00-00-00-00-00-03-06-79
METER_D1_015044,00-00-00-00-00-01-50-44
METER_D1_030678,00-00-00-00-00-03-06-78
METER_D1_030673,00-00-00-00-00-03-06-73
METER_D1_030672,00-00-00-00-00-03-06-72
METER_D1_015049,00-00-00-00-00-01-50-49
METER_D1_030675,00-00-00-00-00-03-06-75
METER_D1_015048,00-00-00-00-00-01-50-48
METER_D1_030674,00-00-00-00-00-03-06-74
METER_D1_003061,00-00-00-00-00-00-30-61
METER_D1_029691,00-00-00-00-00-02-96-91
METER_D1_030680,00-00-00-00-00-03-06-80
METER_D1_003062,00-00-00-00-00-00-30-62
METER_D1_029690,00-00-00-00-00-02-96-90
METER_D1_003063,00-00-00-00-00-00-30-63
METER_D1_030682,00-00-00-00-00-03-06-82
METER_D1_003064,00-00-00-00-00-00-30-64
METER_D1_030681,00-00-00-00-00-03-06-81
METER_D1_027032,00-00-00-00-00-02-70-32
METER_D1_029695,00-00-00-00-00-02-96-95
METER_D1_027033,00-00-00-00-00-02-70-33
METER_D1_029694,00-00-00-00-00-02-96-94
METER_D1_027030,00-00-00-00-00-02-70-30
METER_D1_029693,00-00-00-00-00-02-96-93
METER_D1_003060,00-00-00-00-00-00-30-60
METER_D1_027031,00-00-00-00-00-02-70-31
METER_D1_029692,00-00-00-00-00-02-96-92
METER_D1_003069,00-00-00-00-00-00-30-69
METER_D1_027036,00-00-00-00-00-02-70-36
METER_D1_029699,00-00-00-00-00-02-96-99
METER_D1_027037,00-00-00-00-00-02-70-37
METER_D1_029698,00-00-00-00-00-02-96-98
METER_D1_027034,00-00-00-00-00-02-70-34
METER_D1_029697,00-00-00-00-00-02-96-97
METER_D1_027035,00-00-00-00-00-02-70-35
METER_D1_029696,00-00-00-00-00-02-96-96
METER_D1_003065,00-00-00-00-00-00-30-65
METER_D1_003066,00-00-00-00-00-00-30-66
METER_D1_003067,00-00-00-00-00-00-30-67
METER_D1_027038,00-00-00-00-00-02-70-38
METER_D1_003068,00-00-00-00-00-00-30-68
METER_D1_027039,00-00-00-00-00-02-70-39
METER_D1_015050,00-00-00-00-00-01-50-50
METER_D1_015054,00-00-00-00-00-01-50-54
METER_D1_015053,00-00-00-00-00-01-50-53
METER_D1_030669,00-00-00-00-00-03-06-69
METER_D1_015052,00-00-00-00-00-01-50-52
METER_D1_015051,00-00-00-00-00-01-50-51
METER_D1_015058,00-00-00-00-00-01-50-58
METER_D1_030666,00-00-00-00-00-03-06-66
METER_D1_015057,00-00-00-00-00-01-50-57
METER_D1_030665,00-00-00-00-00-03-06-65
METER_D1_015056,00-00-00-00-00-01-50-56
METER_D1_030668,00-00-00-00-00-03-06-68
METER_D1_015055,00-00-00-00-00-01-50-55
METER_D1_030667,00-00-00-00-00-03-06-67
METER_D1_030662,00-00-00-00-00-03-06-62
METER_D1_030661,00-00-00-00-00-03-06-61
METER_D1_030664,00-00-00-00-00-03-06-64
METER_D1_015059,00-00-00-00-00-01-50-59
METER_D1_030663,00-00-00-00-00-03-06-63
METER_D1_003072,00-00-00-00-00-00-30-72
METER_D1_029680,00-00-00-00-00-02-96-80
METER_D1_003073,00-00-00-00-00-00-30-73
METER_D1_003074,00-00-00-00-00-00-30-74
METER_D1_030671,00-00-00-00-00-03-06-71
METER_D1_003075,00-00-00-00-00-00-30-75
METER_D1_030670,00-00-00-00-00-03-06-70
METER_D1_027021,00-00-00-00-00-02-70-21
METER_D1_029684,00-00-00-00-00-02-96-84
METER_D1_027022,00-00-00-00-00-02-70-22
METER_D1_029683,00-00-00-00-00-02-96-83
METER_D1_003070,00-00-00-00-00-00-30-70
METER_D1_029682,00-00-00-00-00-02-96-82
METER_D1_003071,00-00-00-00-00-00-30-71
METER_D1_027020,00-00-00-00-00-02-70-20
METER_D1_029681,00-00-00-00-00-02-96-81
METER_D1_027025,00-00-00-00-00-02-70-25
METER_D1_029688,00-00-00-00-00-02-96-88
METER_D1_027026,00-00-00-00-00-02-70-26
METER_D1_029687,00-00-00-00-00-02-96-87
METER_D1_027023,00-00-00-00-00-02-70-23
METER_D1_029686,00-00-00-00-00-02-96-86
METER_D1_027024,00-00-00-00-00-02-70-24
METER_D1_029685,00-00-00-00-00-02-96-85
METER_D1_003076,00-00-00-00-00-00-30-76
METER_D1_027029,00-00-00-00-00-02-70-29
METER_D1_003077,00-00-00-00-00-00-30-77
METER_D1_003078,00-00-00-00-00-00-30-78
METER_D1_027027,00-00-00-00-00-02-70-27
METER_D1_003079,00-00-00-00-00-00-30-79
METER_D1_027028,00-00-00-00-00-02-70-28
METER_D1_029689,00-00-00-00-00-02-96-89
METER_D1_015061,00-00-00-00-00-01-50-61
METER_D1_015060,00-00-00-00-00-01-50-60
METER_D1_015065,00-00-00-00-00-01-50-65
METER_D1_015064,00-00-00-00-00-01-50-64
METER_D1_015063,00-00-00-00-00-01-50-63
METER_D1_015062,00-00-00-00-00-01-50-62
METER_D1_015069,00-00-00-00-00-01-50-69
METER_D1_030699,00-00-00-00-00-03-06-99
METER_D1_015068,00-00-00-00-00-01-50-68
METER_D1_030698,00-00-00-00-00-03-06-98
METER_D1_015067,00-00-00-00-00-01-50-67
METER_D1_015066,00-00-00-00-00-01-50-66
METER_D1_030695,00-00-00-00-00-03-06-95
METER_D1_030694,00-00-00-00-00-03-06-94
METER_D1_030697,00-00-00-00-00-03-06-97
METER_D1_030696,00-00-00-00-00-03-06-96
METER_D1_003083,00-00-00-00-00-00-30-83
METER_D1_027050,00-00-00-00-00-02-70-50
METER_D1_003084,00-00-00-00-00-00-30-84
METER_D1_027051,00-00-00-00-00-02-70-51
METER_D1_003085,00-00-00-00-00-00-30-85
METER_D1_003086,00-00-00-00-00-00-30-86
METER_D1_027054,00-00-00-00-00-02-70-54
METER_D1_003080,00-00-00-00-00-00-30-80
METER_D1_027055,00-00-00-00-00-02-70-55
METER_D1_003081,00-00-00-00-00-00-30-81
METER_D1_027052,00-00-00-00-00-02-70-52
METER_D1_003082,00-00-00-00-00-00-30-82
METER_D1_027053,00-00-00-00-00-02-70-53
METER_D1_027058,00-00-00-00-00-02-70-58
METER_D1_027059,00-00-00-00-00-02-70-59
METER_D1_027056,00-00-00-00-00-02-70-56
METER_D1_027057,00-00-00-00-00-02-70-57
METER_D1_003087,00-00-00-00-00-00-30-87
METER_D1_003088,00-00-00-00-00-00-30-88
METER_D1_003089,00-00-00-00-00-00-30-89
METER_D1_015072,00-00-00-00-00-01-50-72
METER_D1_015071,00-00-00-00-00-01-50-71
METER_D1_015070,00-00-00-00-00-01-50-70
METER_D1_015076,00-00-00-00-00-01-50-76
METER_D1_015075,00-00-00-00-00-01-50-75
METER_D1_015074,00-00-00-00-00-01-50-74
METER_D1_015073,00-00-00-00-00-01-50-73
METER_D1_030688,00-00-00-00-00-03-06-88
METER_D1_015079,00-00-00-00-00-01-50-79
METER_D1_030687,00-00-00-00-00-03-06-87
METER_D1_015078,00-00-00-00-00-01-50-78
METER_D1_015077,00-00-00-00-00-01-50-77
METER_D1_030689,00-00-00-00-00-03-06-89
METER_D1_030684,00-00-00-00-00-03-06-84
METER_D1_030683,00-00-00-00-00-03-06-83
METER_D1_030686,00-00-00-00-00-03-06-86
METER_D1_030685,00-00-00-00-00-03-06-85
METER_D1_003094,00-00-00-00-00-00-30-94
METER_D1_030691,00-00-00-00-00-03-06-91
METER_D1_003095,00-00-00-00-00-00-30-95
METER_D1_027040,00-00-00-00-00-02-70-40
METER_D1_030690,00-00-00-00-00-03-06-90
METER_D1_003096,00-00-00-00-00-00-30-96
METER_D1_030693,00-00-00-00-00-03-06-93
METER_D1_003097,00-00-00-00-00-00-30-97
METER_D1_030692,00-00-00-00-00-03-06-92
METER_D1_003090,00-00-00-00-00-00-30-90
METER_D1_027043,00-00-00-00-00-02-70-43
METER_D1_003091,00-00-00-00-00-00-30-91
METER_D1_027044,00-00-00-00-00-02-70-44
METER_D1_003092,00-00-00-00-00-00-30-92
METER_D1_027041,00-00-00-00-00-02-70-41
METER_D1_003093,00-00-00-00-00-00-30-93
METER_D1_027042,00-00-00-00-00-02-70-42
METER_D1_027047,00-00-00-00-00-02-70-47
METER_D1_027048,00-00-00-00-00-02-70-48
METER_D1_027045,00-00-00-00-00-02-70-45
METER_D1_027046,00-00-00-00-00-02-70-46
METER_D1_003098,00-00-00-00-00-00-30-98
METER_D1_003099,00-00-00-00-00-00-30-99
METER_D1_027049,00-00-00-00-00-02-70-49
METER_D1_017660,00-00-00-00-00-01-76-60
METER_D1_017661,00-00-00-00-00-01-76-61
METER_D1_029649,00-00-00-00-00-02-96-49
METER_D1_003018,00-00-00-00-00-00-30-18
METER_D1_030637,00-00-00-00-00-03-06-37
METER_D1_003019,00-00-00-00-00-00-30-19
METER_D1_030636,00-00-00-00-00-03-06-36
METER_D1_030639,00-00-00-00-00-03-06-39
METER_D1_030638,00-00-00-00-00-03-06-38
METER_D1_015003,00-00-00-00-00-01-50-03
METER_D1_017666,00-00-00-00-00-01-76-66
METER_D1_030633,00-00-00-00-00-03-06-33
METER_D1_015002,00-00-00-00-00-01-50-02
METER_D1_017667,00-00-00-00-00-01-76-67
METER_D1_030632,00-00-00-00-00-03-06-32
METER_D1_015001,00-00-00-00-00-01-50-01
METER_D1_017668,00-00-00-00-00-01-76-68
METER_D1_030635,00-00-00-00-00-03-06-35
METER_D1_015000,00-00-00-00-00-01-50-00
METER_D1_017669,00-00-00-00-00-01-76-69
METER_D1_030634,00-00-00-00-00-03-06-34
METER_D1_015007,00-00-00-00-00-01-50-07
METER_D1_017662,00-00-00-00-00-01-76-62
METER_D1_015006,00-00-00-00-00-01-50-06
METER_D1_017663,00-00-00-00-00-01-76-63
METER_D1_015005,00-00-00-00-00-01-50-05
METER_D1_017664,00-00-00-00-00-01-76-64
METER_D1_030631,00-00-00-00-00-03-06-31
METER_D1_015004,00-00-00-00-00-01-50-04
METER_D1_017665,00-00-00-00-00-01-76-65
METER_D1_030630,00-00-00-00-00-03-06-30
METER_D1_005680,00-00-00-00-00-00-56-80
METER_D1_005682,00-00-00-00-00-00-56-82
METER_D1_003020,00-00-00-00-00-00-30-20
METER_D1_005681,00-00-00-00-00-00-56-81
METER_D1_017659,00-00-00-00-00-01-76-59
METER_D1_029651,00-00-00-00-00-02-96-51
METER_D1_029650,00-00-00-00-00-02-96-50
METER_D1_003025,00-00-00-00-00-00-30-25
METER_D1_005688,00-00-00-00-00-00-56-88
METER_D1_029655,00-00-00-00-00-02-96-55
METER_D1_003026,00-00-00-00-00-00-30-26
METER_D1_005687,00-00-00-00-00-00-56-87
METER_D1_029654,00-00-00-00-00-02-96-54
METER_D1_003027,00-00-00-00-00-00-30-27
METER_D1_029653,00-00-00-00-00-02-96-53
METER_D1_003028,00-00-00-00-00-00-30-28
METER_D1_005689,00-00-00-00-00-00-56-89
METER_D1_029652,00-00-00-00-00-02-96-52
METER_D1_003021,00-00-00-00-00-00-30-21
METER_D1_005684,00-00-00-00-00-00-56-84
METER_D1_029659,00-00-00-00-00-02-96-59
METER_D1_003022,00-00-00-00-00-00-30-22
METER_D1_005683,00-00-00-00-00-00-56-83
METER_D1_029658,00-00-00-00-00-02-96-58
METER_D1_003023,00-00-00-00-00-00-30-23
METER_D1_005686,00-00-00-00-00-00-56-86
METER_D1_029657,00-00-00-00-00-02-96-57
METER_D1_003024,00-00-00-00-00-00-30-24
METER_D1_005685,00-00-00-00-00-00-56-85
METER_D1_029656,00-00-00-00-00-02-96-56
METER_D1_017670,00-00-00-00-00-01-76-70
METER_D1_030629,00-00-00-00-00-03-06-29
METER_D1_017671,00-00-00-00-00-01-76-71
METER_D1_029639,00-00-00-00-00-02-96-39
METER_D1_017672,00-00-00-00-00-01-76-72
METER_D1_029638,00-00-00-00-00-02-96-38
METER_D1_003029,00-00-00-00-00-00-30-29
METER_D1_015010,00-00-00-00-00-01-50-10
METER_D1_030626,00-00-00-00-00-03-06-26
METER_D1_030625,00-00-00-00-00-03-06-25
METER_D1_030628,00-00-00-00-00-03-06-28
METER_D1_030627,00-00-00-00-00-03-06-27
METER_D1_015014,00-00-00-00-00-01-50-14
METER_D1_017677,00-00-00-00-00-01-76-77
METER_D1_030622,00-00-00-00-00-03-06-22
METER_D1_015013,00-00-00-00-00-01-50-13
METER_D1_017678,00-00-00-00-00-01-76-78
METER_D1_030621,00-00-00-00-00-03-06-21
METER_D1_015012,00-00-00-00-00-01-50-12
METER_D1_017679,00-00-00-00-00-01-76-79
METER_D1_030624,00-00-00-00-00-03-06-24
METER_D1_015011,00-00-00-00-00-01-50-11
METER_D1_030623,00-00-00-00-00-03-06-23
METER_D1_015018,00-00-00-00-00-01-50-18
METER_D1_017673,00-00-00-00-00-01-76-73
METER_D1_015017,00-00-00-00-00-01-50-17
METER_D1_017674,00-00-00-00-00-01-76-74
METER_D1_015016,00-00-00-00-00-01-50-16
METER_D1_017675,00-00-00-00-00-01-76-75
METER_D1_030620,00-00-00-00-00-03-06-20
METER_D1_015015,00-00-00-00-00-01-50-15
METER_D1_017676,00-00-00-00-00-01-76-76
METER_D1_005691,00-00-00-00-00-00-56-91
METER_D1_005690,00-00-00-00-00-00-56-90
METER_D1_003030,00-00-00-00-00-00-30-30
METER_D1_005693,00-00-00-00-00-00-56-93
METER_D1_015009,00-00-00-00-00-01-50-09
METER_D1_003031,00-00-00-00-00-00-30-31
METER_D1_005692,00-00-00-00-00-00-56-92
METER_D1_015008,00-00-00-00-00-01-50-08
METER_D1_029640,00-00-00-00-00-02-96-40
METER_D1_003036,00-00-00-00-00-00-30-36
METER_D1_005699,00-00-00-00-00-00-56-99
METER_D1_029644,00-00-00-00-00-02-96-44
METER_D1_003037,00-00-00-00-00-00-30-37
METER_D1_005698,00-00-00-00-00-00-56-98
METER_D1_029643,00-00-00-00-00-02-96-43
METER_D1_003038,00-00-00-00-00-00-30-38
METER_D1_029642,00-00-00-00-00-02-96-42
METER_D1_003039,00-00-00-00-00-00-30-39
METER_D1_029641,00-00-00-00-00-02-96-41
METER_D1_003032,00-00-00-00-00-00-30-32
METER_D1_005695,00-00-00-00-00-00-56-95
METER_D1_029648,00-00-00-00-00-02-96-48
METER_D1_003033,00-00-00-00-00-00-30-33
METER_D1_005694,00-00-00-00-00-00-56-94
METER_D1_029647,00-00-00-00-00-02-96-47
METER_D1_003034,00-00-00-00-00-00-30-34
METER_D1_005697,00-00-00-00-00-00-56-97
METER_D1_029646,00-00-00-00-00-02-96-46
METER_D1_003035,00-00-00-00-00-00-30-35
METER_D1_005696,00-00-00-00-00-00-56-96
METER_D1_029645,00-00-00-00-00-02-96-45
METER_D1_017680,00-00-00-00-00-01-76-80
METER_D1_017681,00-00-00-00-00-01-76-81
METER_D1_017682,00-00-00-00-00-01-76-82
METER_D1_027009,00-00-00-00-00-02-70-09
METER_D1_017683,00-00-00-00-00-01-76-83
METER_D1_015021,00-00-00-00-00-01-50-21
METER_D1_030659,00-00-00-00-00-03-06-59
METER_D1_015020,00-00-00-00-00-01-50-20
METER_D1_030658,00-00-00-00-00-03-06-58
METER_D1_015025,00-00-00-00-00-01-50-25
METER_D1_017688,00-00-00-00-00-01-76-88
METER_D1_030655,00-00-00-00-00-03-06-55
METER_D1_015024,00-00-00-00-00-01-50-24
METER_D1_017689,00-00-00-00-00-01-76-89
METER_D1_030654,00-00-00-00-00-03-06-54
METER_D1_015023,00-00-00-00-00-01-50-23
METER_D1_030657,00-00-00-00-00-03-06-57
METER_D1_015022,00-00-00-00-00-01-50-22
METER_D1_030656,00-00-00-00-00-03-06-56
METER_D1_015029,00-00-00-00-00-01-50-29
METER_D1_017684,00-00-00-00-00-01-76-84
METER_D1_030651,00-00-00-00-00-03-06-51
METER_D1_015028,00-00-00-00-00-01-50-28
METER_D1_017685,00-00-00-00-00-01-76-85
METER_D1_030650,00-00-00-00-00-03-06-50
METER_D1_015027,00-00-00-00-00-01-50-27
METER_D1_017686,00-00-00-00-00-01-76-86
METER_D1_030653,00-00-00-00-00-03-06-53
METER_D1_015026,00-00-00-00-00-01-50-26
METER_D1_017687,00-00-00-00-00-01-76-87
METER_D1_030652,00-00-00-00-00-03-06-52
METER_D1_003040,00-00-00-00-00-00-30-40
METER_D1_003041,00-00-00-00-00-00-30-41
METER_D1_030660,00-00-00-00-00-03-06-60
METER_D1_003042,00-00-00-00-00-00-30-42
METER_D1_015019,00-00-00-00-00-01-50-19
METER_D1_027010,00-00-00-00-00-02-70-10
METER_D1_029673,00-00-00-00-00-02-96-73
METER_D1_027011,00-00-00-00-00-02-70-11
METER_D1_029672,00-00-00-00-00-02-96-72
METER_D1_029671,00-00-00-00-00-02-96-71
METER_D1_029670,00-00-00-00-00-02-96-70
METER_D1_003047,00-00-00-00-00-00-30-47
METER_D1_027014,00-00-00-00-00-02-70-14
METER_D1_029677,00-00-00-00-00-02-96-77
METER_D1_003048,00-00-00-00-00-00-30-48
METER_D1_027015,00-00-00-00-00-02-70-15
METER_D1_029676,00-00-00-00-00-02-96-76
METER_D1_003049,00-00-00-00-00-00-30-49
METER_D1_027012,00-00-00-00-00-02-70-12
METER_D1_029675,00-00-00-00-00-02-96-75
METER_D1_027013,00-00-00-00-00-02-70-13
METER_D1_029674,00-00-00-00-00-02-96-74
METER_D1_003043,00-00-00-00-00-00-30-43
METER_D1_027018,00-00-00-00-00-02-70-18
METER_D1_003044,00-00-00-00-00-00-30-44
METER_D1_027019,00-00-00-00-00-02-70-19
METER_D1_003045,00-00-00-00-00-00-30-45
METER_D1_027016,00-00-00-00-00-02-70-16
METER_D1_029679,00-00-00-00-00-02-96-79
METER_D1_003046,00-00-00-00-00-00-30-46
METER_D1_027017,00-00-00-00-00-02-70-17
METER_D1_029678,00-00-00-00-00-02-96-78
METER_D1_017691,00-00-00-00-00-01-76-91
METER_D1_017692,00-00-00-00-00-01-76-92
METER_D1_017693,00-00-00-00-00-01-76-93
METER_D1_017694,00-00-00-00-00-01-76-94
METER_D1_015032,00-00-00-00-00-01-50-32
METER_D1_030648,00-00-00-00-00-03-06-48
METER_D1_015031,00-00-00-00-00-01-50-31
METER_D1_030647,00-00-00-00-00-03-06-47
METER_D1_015030,00-00-00-00-00-01-50-30
METER_D1_017690,00-00-00-00-00-01-76-90
METER_D1_030649,00-00-00-00-00-03-06-49
METER_D1_015036,00-00-00-00-00-01-50-36
METER_D1_017699,00-00-00-00-00-01-76-99
METER_D1_030644,00-00-00-00-00-03-06-44
METER_D1_015035,00-00-00-00-00-01-50-35
METER_D1_030643,00-00-00-00-00-03-06-43
METER_D1_015034,00-00-00-00-00-01-50-34
METER_D1_030646,00-00-00-00-00-03-06-46
METER_D1_015033,00-00-00-00-00-01-50-33
METER_D1_030645,00-00-00-00-00-03-06-45
METER_D1_017695,00-00-00-00-00-01-76-95
METER_D1_030640,00-00-00-00-00-03-06-40
METER_D1_015039,00-00-00-00-00-01-50-39
METER_D1_017696,00-00-00-00-00-01-76-96
METER_D1_015038,00-00-00-00-00-01-50-38
METER_D1_017697,00-00-00-00-00-01-76-97
METER_D1_030642,00-00-00-00-00-03-06-42
METER_D1_015037,00-00-00-00-00-01-50-37
METER_D1_017698,00-00-00-00-00-01-76-98
METER_D1_030641,00-00-00-00-00-03-06-41
METER_D1_003050,00-00-00-00-00-00-30-50
METER_D1_003051,00-00-00-00-00-00-30-51
METER_D1_003052,00-00-00-00-00-00-30-52
METER_D1_003053,00-00-00-00-00-00-30-53
METER_D1_029662,00-00-00-00-00-02-96-62
METER_D1_027000,00-00-00-00-00-02-70-00
METER_D1_029661,00-00-00-00-00-02-96-61
METER_D1_029660,00-00-00-00-00-02-96-60
METER_D1_003058,00-00-00-00-00-00-30-58
METER_D1_027003,00-00-00-00-00-02-70-03
METER_D1_029666,00-00-00-00-00-02-96-66
METER_D1_003059,00-00-00-00-00-00-30-59
METER_D1_027004,00-00-00-00-00-02-70-04
METER_D1_029665,00-00-00-00-00-02-96-65
METER_D1_027001,00-00-00-00-00-02-70-01
METER_D1_029664,00-00-00-00-00-02-96-64
METER_D1_027002,00-00-00-00-00-02-70-02
METER_D1_029663,00-00-00-00-00-02-96-63
METER_D1_003054,00-00-00-00-00-00-30-54
METER_D1_027007,00-00-00-00-00-02-70-07
METER_D1_003055,00-00-00-00-00-00-30-55
METER_D1_027008,00-00-00-00-00-02-70-08
METER_D1_029669,00-00-00-00-00-02-96-69
METER_D1_003056,00-00-00-00-00-00-30-56
METER_D1_027005,00-00-00-00-00-02-70-05
METER_D1_029668,00-00-00-00-00-02-96-68
METER_D1_003057,00-00-00-00-00-00-30-57
METER_D1_027006,00-00-00-00-00-02-70-06
METER_D1_029667,00-00-00-00-00-02-96-67
METER_D1_015083,00-00-00-00-00-01-50-83
METER_D1_015082,00-00-00-00-00-01-50-82
METER_D1_015081,00-00-00-00-00-01-50-81
METER_D1_015080,00-00-00-00-00-01-50-80
METER_D1_015087,00-00-00-00-00-01-50-87
METER_D1_015086,00-00-00-00-00-01-50-86
METER_D1_015085,00-00-00-00-00-01-50-85
METER_D1_015084,00-00-00-00-00-01-50-84
